chave;nome;endereco;bairro_tse;bairro_ibge;regiao;cep;lat;lon;aptos;aptos_2022;aptos_2024;n_secoes_2022;comparecimento_22;abstencao_22;validos_dep_est_22;votos_novo_dep_est_22;pct_novo_dep_est_22;votos_pl_dep_est_22;pct_pl_dep_est_22;votos_direita_dep_est_22;pct_direita_dep_est_22;validos_dep_fed_22;votos_novo_dep_fed_22;pct_novo_dep_fed_22;votos_pl_dep_fed_22;pct_pl_dep_fed_22;votos_direita_dep_fed_22;pct_direita_dep_fed_22;votos_bolsonaro_22;pct_bolsonaro_22;votos_gov_novo_22;pct_gov_novo_22;votos_gov_pl_22;pct_gov_pl_22;validos_ver_24;votos_novo_ver_24;pct_novo_ver_24;votos_pl_ver_24;pct_pl_ver_24;votos_direita_ver_24;pct_direita_ver_24;top3_vereadores_direita;prefeito_lider_24;prefeito_2024_pct;votos_matheus_22;penetracao_matheus;pct_16a24;pct_60mais;pct_superior;pct_feminino;comp_potencial;comp_liberal;comp_densidade;comp_consistencia;flag_pequeno;score
Z12-L2127;FUNASA - FUNDAÇÃO NACIONAL DE SAÚDE;AVENIDA MARINHEIRO MAX SCHRAMM,  N. 2179;ESTREITO;Canto;Continente;88095001;-27,5818;-48,5861;1160,0000;1160,0000;1140,0000;4,0000;1006,0000;0,1328;950,0000;43,0000;0,0453;229,0000;0,2411;272,0000;0,2863;919,0000;108,0000;0,1175;255,0000;0,2775;363,0000;0,3950;533,0000;0,5384;16,0000;0,0167;285,0000;0,2981;798,0000;36,0000;0,0451;160,0000;0,2005;196,0000;0,2456;Manoella Vieira Da Silva (PL, 29 votos) | Ingo Camara Althoff (PL, 19 votos) | João Ricardo Padilha Santos (PL, 19 votos);Topazio Silveira Neto (59,9%);"{""Topazio Silveira Neto"": 59.9, ""Marcos José De Abreu"": 17.3, ""Pedro De Assis Silvestre"": 13.5, ""Vanderlei Farias"": 4.7, ""Dário Elias Berger"": 4.3, ""Rogerio Silva Portanova"": 0.2, ""Brunno Andrade Dias"": 0.1}";1,0000;0,0037;0,0819;0,2103;0,4483;0,5259;0,1409;0,3801;0,1344;0,8451;False;33,8000
Z100-L1244;ESCOLA BASICA MUNICIPAL MANCIO COSTA - ESCOLA DO FUTUROI;ESTRADA JOÃO JANUÁRIO DA SILVA S/N;RATONES;Ratones;Norte da Ilha;88052000;-27,5099;-48,4894;2472,0000;2472,0000;2583,0000;7,0000;2032,0000;0,1780;1827,0000;46,0000;0,0252;385,0000;0,2107;431,0000;0,2359;1808,0000;121,0000;0,0669;346,0000;0,1914;467,0000;0,2583;1146,0000;0,5862;23,0000;0,0121;553,0000;0,2911;1881,0000;47,0000;0,0250;240,0000;0,1276;287,0000;0,1526;Giliard Eliezer Batista Torquato (PL, 67 votos) | Manoella Vieira Da Silva (PL, 31 votos) | Ingo Camara Althoff (PL, 25 votos);Topazio Silveira Neto (68,0%);"{""Topazio Silveira Neto"": 68.0, ""Marcos José De Abreu"": 15.0, ""Dário Elias Berger"": 7.5, ""Pedro De Assis Silvestre"": 5.7, ""Vanderlei Farias"": 3.4, ""Carlos Rogério Muller"": 0.2, ""Rogerio Silva Portanova"": 0.2, ""Brunno Andrade Dias"": 0.1}";0,0000;0,0000;0,1210;0,1873;0,1448;0,5214;0,2233;0,2111;0,2865;0,6820;False;33,4000
Z12-L2135;ESCOLA DE EDUCAÇÃO BÁSICA AMÉRICA DUTRA MACHADO;RUA JOAQUIM NABUCO N. 2875;MONTE CRISTO;Monte Cristo;Continente;88090060;-27,5907;-48,6028;4048,0000;4048,0000;4166,0000;11,0000;3130,0000;0,2268;2641,0000;21,0000;0,0080;304,0000;0,1151;325,0000;0,1231;2605,0000;113,0000;0,0434;269,0000;0,1033;382,0000;0,1466;1003,0000;0,3386;15,0000;0,0054;438,0000;0,1585;2485,0000;10,0000;0,0040;193,0000;0,0777;203,0000;0,0817;Giliard Eliezer Batista Torquato (PL, 78 votos) | Manoella Vieira Da Silva (PL, 13 votos) | Ana Candida Martinelli Neves (PL, 12 votos);Topazio Silveira Neto (57,8%);"{""Topazio Silveira Neto"": 57.8, ""Marcos José De Abreu"": 12.4, ""Vanderlei Farias"": 11.9, ""Dário Elias Berger"": 9.5, ""Pedro De Assis Silvestre"": 7.8, ""Rogerio Silva Portanova"": 0.4, ""Brunno Andrade Dias"": 0.0, ""Carlos Rogério Muller"": 0.0}";0,0000;0,0000;0,1695;0,1275;0,0277;0,5835;0,1684;0,0537;0,4691;0,8426;False;33,4000
Z12-L2461;FUCAS - FUNDAÇÃO CATARINENSE DE ASSISTÊNCIA SOCIAL;AVENIDA GOVERNADOR IVO SILVEIRA, N 1015;CAPOEIRAS;Coqueiros;Continente;88085000;-27,5978;-48,5760;2908,0000;;2908,0000;;;;;;;;;;;;;;;;;;;;;;;;1886,0000;112,0000;0,0594;319,0000;0,1691;431,0000;0,2285;Manoella Vieira Da Silva (PL, 65 votos) | Felipe Keizo Goto (NOVO, 41 votos) | Pedro Neves Bueno Cordoba (PL, 37 votos);Topazio Silveira Neto (56,4%);"{""Topazio Silveira Neto"": 56.4, ""Marcos José De Abreu"": 19.8, ""Pedro De Assis Silvestre"": 11.6, ""Vanderlei Farias"": 6.8, ""Dário Elias Berger"": 5.0, ""Carlos Rogério Muller"": 0.2, ""Mateus Souza"": 0.1, ""Rogerio Silva Portanova"": 0.1}";;;;;;;0,0000;0,3995;0,3370;0,8853;False;33,3000
Z100-L1473;ESCOLA BÁSICA MUNICIPAL DONICIA MARIA DA COSTA;RODOVIA VIRGILIO VARZEA, S/N;SACO GRANDE II;Saco Grande;Centro;88032001;-27,5488;-48,4967;1779,0000;1779,0000;1800,0000;5,0000;1438,0000;0,1917;1252,0000;36,0000;0,0288;165,0000;0,1318;201,0000;0,1605;1268,0000;116,0000;0,0915;156,0000;0,1230;272,0000;0,2145;547,0000;0,3964;15,0000;0,0112;243,0000;0,1818;1188,0000;44,0000;0,0370;147,0000;0,1237;191,0000;0,1608;Giliard Eliezer Batista Torquato (PL, 37 votos) | Manoella Vieira Da Silva (PL, 33 votos) | João Paulo Ferreira (PL, 17 votos);Topazio Silveira Neto (63,5%);"{""Topazio Silveira Neto"": 63.5, ""Marcos José De Abreu"": 16.6, ""Vanderlei Farias"": 7.6, ""Pedro De Assis Silvestre"": 6.3, ""Dário Elias Berger"": 5.5, ""Mateus Souza"": 0.2, ""Rogerio Silva Portanova"": 0.2, ""Carlos Rogério Muller"": 0.1}";2,0000;0,0100;0,1535;0,1119;0,1984;0,5548;0,1041;0,2697;0,2062;1,0000;False;33,3000
Z13-L1660;ASSOCIACAO DOS MORADORES DO PORTO DA LAGOA;RUA LAURINDO JANUARIO DA SILVEIRA, 5500;PORTO DA LAGOA;Porto da Lagoa;Leste/Lagoa;88062200;-27,6327;-48,4725;1188,0000;1188,0000;1224,0000;3,0000;990,0000;0,1667;925,0000;46,0000;0,0497;144,0000;0,1557;190,0000;0,2054;908,0000;84,0000;0,0925;148,0000;0,1630;232,0000;0,2555;381,0000;0,3985;38,0000;0,0410;192,0000;0,2071;875,0000;29,0000;0,0331;139,0000;0,1589;168,0000;0,1920;Gilberto Alcebiades Pinheiro (PL, 37 votos) | Manoella Vieira Da Silva (PL, 34 votos) | Katia Chubaci (PL, 16 votos);Topazio Silveira Neto (48,6%);"{""Topazio Silveira Neto"": 48.6, ""Marcos José De Abreu"": 40.9, ""Dário Elias Berger"": 4.0, ""Pedro De Assis Silvestre"": 3.4, ""Vanderlei Farias"": 3.0, ""Carlos Rogério Muller"": 0.1}";0,0000;0,0000;0,0875;0,1978;0,4453;0,5471;0,0984;0,3624;0,1377;0,9496;False;33,3000
Z100-L1597;ESCOLA DINAMICA;RUA CRISTOVAO MACHADO DE CAMPOS, 1001;VARGEM GRANDE;Vargem Grande;Norte da Ilha;88052600;-27,4604;-48,4488;1583,0000;1583,0000;1540,0000;4,0000;1259,0000;0,2047;1095,0000;31,0000;0,0283;196,0000;0,1790;227,0000;0,2073;1077,0000;100,0000;0,0929;213,0000;0,1978;313,0000;0,2906;571,0000;0,4794;25,0000;0,0216;258,0000;0,2228;993,0000;39,0000;0,0393;180,0000;0,1813;219,0000;0,2205;Marcelo Fernando De Oliveira (PL, 41 votos) | Giliard Eliezer Batista Torquato (PL, 35 votos) | Manoella Vieira Da Silva (PL, 18 votos);Topazio Silveira Neto (63,4%);"{""Topazio Silveira Neto"": 63.4, ""Marcos José De Abreu"": 16.1, ""Dário Elias Berger"": 7.4, ""Vanderlei Farias"": 6.5, ""Pedro De Assis Silvestre"": 6.1, ""Carlos Rogério Muller"": 0.3, ""Rogerio Silva Portanova"": 0.2, ""Brunno Andrade Dias"": 0.1}";0,0000;0,0000;0,0828;0,1415;0,1832;0,5193;0,1176;0,2749;0,1835;0,9502;False;32,7000
Z100-L1830;ANEXO II DA ESCOLA INTENDENTE JOSÉ FERNANDES;RUA INTENDENTE JUÃO NUNES VIEIRA, 636;INGLESES;Capivari;Norte da Ilha;88058100;-27,4442;-48,4010;1199,0000;1199,0000;;3,0000;1023,0000;0,1468;913,0000;27,0000;0,0296;256,0000;0,2804;283,0000;0,3100;903,0000;72,0000;0,0797;261,0000;0,2890;333,0000;0,3688;455,0000;0,4505;9,0000;0,0092;246,0000;0,2523;;;;;;;;;;;0,0000;0,0000;0,2527;0,1276;0,2852;0,5972;0,1466;0,2984;0,1390;0,8853;False;32,6000
Z12-L2232;SECRETARIA DE ESTADO DA SEGURANÇA PÚBLICA - CENTRO ADMINISTRATIVO;AVENIDA GOVERNADOR IVO SILVEIRA N 1521;CAPOEIRAS;Capoeiras;Continente;88085000;-27,5982;-48,5786;1563,0000;1563,0000;;5,0000;1257,0000;0,1958;1141,0000;33,0000;0,0289;219,0000;0,1919;252,0000;0,2209;1116,0000;106,0000;0,0950;242,0000;0,2168;348,0000;0,3118;567,0000;0,4667;17,0000;0,0145;283,0000;0,2413;;;;;;;;;;;0,0000;0,0000;0,0615;0,1942;0,2786;0,5723;0,1306;0,2918;0,1811;0,8853;False;32,6000
Z13-L1341;COLÉGIO ESTADUAL DOM JAIME DE BARROS CÂMARA;RODOVIA BALDICERO FILOMENO, N. 7821;RIBEIRÃO DA ILHA;Ribeirão da Ilha;Sul da Ilha;88064002;-27,7217;-48,5639;2378,0000;2378,0000;2430,0000;6,0000;1949,0000;0,1804;1734,0000;30,0000;0,0173;236,0000;0,1361;266,0000;0,1534;1712,0000;117,0000;0,0683;300,0000;0,1752;417,0000;0,2436;814,0000;0,4351;24,0000;0,0133;380,0000;0,2101;1656,0000;22,0000;0,0133;214,0000;0,1292;236,0000;0,1425;Gilberto Alcebiades Pinheiro (PL, 86 votos) | Manoella Vieira Da Silva (PL, 26 votos) | João Ricardo Padilha Santos (PL, 23 votos);Topazio Silveira Neto (54,1%);"{""Topazio Silveira Neto"": 54.1, ""Marcos José De Abreu"": 23.3, ""Dário Elias Berger"": 10.4, ""Pedro De Assis Silvestre"": 6.0, ""Vanderlei Farias"": 5.7, ""Rogerio Silva Portanova"": 0.5}";0,0000;0,0000;0,1329;0,2246;0,2149;0,5050;0,1378;0,1320;0,2756;0,9592;False;31,8000
Z13-L1287;COLÉGIO ESTADUAL JUREMA CAVALAZZI;RUA PROFESSOR ANIBAL NUNES PIRES, S/N;JOSÉ MENDES;José Mendes;Centro;88021015;-27,6125;-48,5455;2586,0000;2586,0000;2682,0000;7,0000;2084,0000;0,1941;1850,0000;26,0000;0,0141;240,0000;0,1297;266,0000;0,1438;1840,0000;106,0000;0,0576;244,0000;0,1326;350,0000;0,1902;770,0000;0,3850;19,0000;0,0098;365,0000;0,1879;1808,0000;31,0000;0,0171;196,0000;0,1084;227,0000;0,1256;Gilberto Alcebiades Pinheiro (PL, 41 votos) | Manoella Vieira Da Silva (PL, 31 votos) | Giliard Eliezer Batista Torquato (PL, 25 votos);Topazio Silveira Neto (58,1%);"{""Topazio Silveira Neto"": 58.1, ""Marcos José De Abreu"": 16.8, ""Vanderlei Farias"": 8.8, ""Pedro De Assis Silvestre"": 8.2, ""Dário Elias Berger"": 7.6, ""Rogerio Silva Portanova"": 0.4, ""Brunno Andrade Dias"": 0.1, ""Carlos Rogério Muller"": 0.1, ""Mateus Souza"": 0.1}";0,0000;0,0000;0,1396;0,1891;0,1388;0,5309;0,1378;0,1286;0,2997;0,9311;False;31,8000
Z12-L2194;CONSELHO COMUNITÁRIO DA COLONINHA;RUA JOÃO EVANGELISTA DA COSTA, N 455;COLONINHA;Coloninha;Continente;88090300;-27,5888;-48,5905;1770,0000;1770,0000;;6,0000;1476,0000;0,1661;1300,0000;29,0000;0,0223;236,0000;0,1815;265,0000;0,2038;1272,0000;100,0000;0,0786;261,0000;0,2052;361,0000;0,2838;660,0000;0,4681;18,0000;0,0133;311,0000;0,2302;;;;;;;;;;;0,0000;0,0000;0,0780;0,2825;0,2124;0,5565;0,1373;0,2251;0,2051;0,8853;False;31,6000
Z12-L2224;O. ASSIST. SOCIAL DOM ORIONE (PARÓQUIA SÃO JOÃO BATISTA E SANTA LUZIA);RUA DIB CHEREM, N. 2698;CAPOEIRAS;Capoeiras;Continente;88090000;-27,5987;-48,5964;1051,0000;1051,0000;1068,0000;4,0000;888,0000;0,1551;817,0000;38,0000;0,0465;163,0000;0,1995;201,0000;0,2460;797,0000;124,0000;0,1556;178,0000;0,2233;302,0000;0,3789;437,0000;0,5099;20,0000;0,0239;220,0000;0,2625;717,0000;25,0000;0,0349;121,0000;0,1688;146,0000;0,2036;Manoella Vieira Da Silva (PL, 26 votos) | Pedro Neves Bueno Cordoba (PL, 15 votos) | João Ricardo Padilha Santos (PL, 12 votos);Topazio Silveira Neto (60,8%);"{""Topazio Silveira Neto"": 60.8, ""Marcos José De Abreu"": 17.1, ""Pedro De Assis Silvestre"": 10.5, ""Dário Elias Berger"": 5.9, ""Vanderlei Farias"": 5.2, ""Mateus Souza"": 0.3, ""Rogerio Silva Portanova"": 0.1}";2,0000;0,0100;0,0733;0,2055;0,3463;0,5376;0,1041;0,3520;0,1218;0,8386;False;31,0000
Z100-L1228;N.E.I. - NÚCLEO DE EDUCAÇÃO INFANTIL MARIA SALOMÉ DOS SANTOS;RUA PROFESSOR EUCLIDES DA CUNHA, S/N;SAMBAQUI;Sambaqui;Centro;88051000;-27,4926;-48,5240;1682,0000;1682,0000;1733,0000;5,0000;1416,0000;0,1581;1309,0000;30,0000;0,0229;167,0000;0,1276;197,0000;0,1505;1281,0000;91,0000;0,0710;184,0000;0,1436;275,0000;0,2147;565,0000;0,4082;19,0000;0,0142;266,0000;0,1994;1234,0000;38,0000;0,0308;132,0000;0,1070;170,0000;0,1378;Manoella Vieira Da Silva (PL, 21 votos) | Giliard Eliezer Batista Torquato (PL, 16 votos) | Pedro Neves Bueno Cordoba (PL, 12 votos);Topazio Silveira Neto (57,8%);"{""Topazio Silveira Neto"": 57.8, ""Marcos José De Abreu"": 23.5, ""Vanderlei Farias"": 7.0, ""Dário Elias Berger"": 5.9, ""Pedro De Assis Silvestre"": 5.7, ""Brunno Andrade Dias"": 0.1}";3,0000;0,0152;0,1058;0,2438;0,3032;0,5333;0,1021;0,2192;0,1949;0,9522;False;30,8000
Z13-L1937;CENTRO PÚBLICO DE CONVIVÊNCIA DA COSTEIRA DO PIRAJUBAÉ;RUA CAMINHO DOS ESTUDANTES, S/N;COSTEIRA DO PIRAJUBAÉ;Costeira do Pirajubaé;Centro;88047002;-27,6454;-48,5226;2806,0000;2806,0000;;8,0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0000;0,2918;0,3252;0,8853;False;30,0000
Z12-L2038;INSTITUTO FEDERAL DE SANTA CATARINA - CAMPUS FLORIANOPOLIS CONTINENTE;RUA QUATORZE DE JULHO N 150;COQUEIROS;Coqueiros;Continente;88075010;-27,5997;-48,5722;844,0000;844,0000;1253,0000;3,0000;686,0000;0,1872;630,0000;27,0000;0,0429;110,0000;0,1746;137,0000;0,2175;621,0000;84,0000;0,1353;115,0000;0,1852;199,0000;0,3205;345,0000;0,4825;16,0000;0,0246;158,0000;0,2431;872,0000;35,0000;0,0401;125,0000;0,1433;160,0000;0,1835;Manoella Vieira Da Silva (PL, 23 votos) | João Ricardo Padilha Santos (PL, 16 votos) | Pedro Neves Bueno Cordoba (PL, 15 votos);Topazio Silveira Neto (54,9%);"{""Topazio Silveira Neto"": 54.9, ""Marcos José De Abreu"": 23.0, ""Pedro De Assis Silvestre"": 9.1, ""Dário Elias Berger"": 6.5, ""Vanderlei Farias"": 6.1, ""Rogerio Silva Portanova"": 0.3, ""Brunno Andrade Dias"": 0.1}";2,0000;0,0146;0,0853;0,1919;0,3507;0,5071;0,0710;0,3512;0,0978;0,8709;False;29,5000
Z100-L1457;ASSOCIAÇÃO LOTEAMENTO JOÃO GONZAGA COSTA;RUA DA APICULTURA, 139;SACO GRANDE II;Saco Grande;Centro;88032020;-27,5357;-48,5039;791,0000;791,0000;;2,0000;661,0000;0,1643;584,0000;21,0000;0,0360;94,0000;0,1610;115,0000;0,1969;584,0000;101,0000;0,1729;72,0000;0,1233;173,0000;0,2962;303,0000;0,4810;12,0000;0,0200;112,0000;0,1867;;;;;;;;;;;0,0000;0,0000;0,1214;0,1214;0,1138;0,5424;0,0596;0,3629;0,0917;0,8853;False;29,5000
Z13-L1309;CRECHE HASSIS;AVENIDA JORGE LACERDA, N. 1472;COSTEIRA DO PIRAJUBAÉ;Costeira do Pirajubaé;Centro;88047001;-27,6454;-48,5226;3441,0000;3441,0000;3609,0000;9,0000;2799,0000;0,1866;2466,0000;26,0000;0,0105;433,0000;0,1756;459,0000;0,1861;2406,0000;124,0000;0,0515;433,0000;0,1800;557,0000;0,2315;1277,0000;0,4794;16,0000;0,0062;550,0000;0,2134;2492,0000;27,0000;0,0108;805,0000;0,3230;832,0000;0,3339;Gilberto Alcebiades Pinheiro (PL, 664 votos) | Giliard Eliezer Batista Torquato (PL, 26 votos) | João Ricardo Padilha Santos (PL, 15 votos);Topazio Silveira Neto (65,6%);"{""Topazio Silveira Neto"": 65.6, ""Marcos José De Abreu"": 14.4, ""Dário Elias Berger"": 7.2, ""Vanderlei Farias"": 6.4, ""Pedro De Assis Silvestre"": 6.2, ""Rogerio Silva Portanova"": 0.2, ""Mateus Souza"": 0.1, ""Carlos Rogério Muller"": 0.0}";0,0000;0,0000;0,1104;0,2409;0,1113;0,5219;0,2378;0,0896;0,3988;0,4355;False;29,1000
Z13-L1597;ESCOLA BÁSICA MUNICIPAL TAPERA - ESCOLA DO FUTURO;RODOVIA AÇORIANA, S/N;TAPERA;Tapera da Base;Sul da Ilha;88049100;-27,6909;-48,5557;3312,0000;3312,0000;3590,0000;9,0000;2627,0000;0,2068;2231,0000;10,0000;0,0045;285,0000;0,1277;295,0000;0,1322;2218,0000;98,0000;0,0442;286,0000;0,1289;384,0000;0,1731;1016,0000;0,3966;8,0000;0,0033;289,0000;0,1190;2428,0000;11,0000;0,0045;159,0000;0,0655;170,0000;0,0700;Gilberto Alcebiades Pinheiro (PL, 49 votos) | Giliard Eliezer Batista Torquato (PL, 33 votos) | Pedro Neves Bueno Cordoba (PL, 18 votos);Topazio Silveira Neto (50,5%);"{""Topazio Silveira Neto"": 50.5, ""Dário Elias Berger"": 27.9, ""Marcos José De Abreu"": 12.6, ""Vanderlei Farias"": 5.5, ""Pedro De Assis Silvestre"": 3.2, ""Rogerio Silva Portanova"": 0.3}";0,0000;0,0000;0,1860;0,1437;0,0664;0,5664;0,1528;0,0379;0,3838;0,7628;False;29,0000
Z100-L1660;CONSELHO COMUNITÁRIO PONTAL DO JURERÊ;AVENIDA DAS PALMEIRAS, N. 566;DANIELA;Daniela;Norte da Ilha;88053010;-27,4478;-48,5280;795,0000;795,0000;;2,0000;636,0000;0,2000;600,0000;17,0000;0,0283;155,0000;0,2583;172,0000;0,2867;599,0000;46,0000;0,0768;169,0000;0,2821;215,0000;0,3589;350,0000;0,5564;10,0000;0,0162;189,0000;0,3058;;;;;;;;;;;0,0000;0,0000;0,0918;0,3296;0,4377;0,5182;0,0891;0,2859;0,0921;0,8853;False;28,6000
Z13-L1554;ESCOLA DE ENSINO BASICO JANUARIA TEIXEIRA DA ROCHA;RUA DA CAPELA, N. 1234;CAMPECHE;Campeche Norte;Sul da Ilha;88063400;-27,6760;-48,4837;1189,0000;1189,0000;1311,0000;3,0000;1006,0000;0,1539;945,0000;33,0000;0,0349;130,0000;0,1376;163,0000;0,1725;914,0000;74,0000;0,0810;134,0000;0,1466;208,0000;0,2276;365,0000;0,3672;21,0000;0,0221;151,0000;0,1591;979,0000;33,0000;0,0337;195,0000;0,1992;228,0000;0,2329;Gilberto Alcebiades Pinheiro (PL, 115 votos) | Katia Chubaci (PL, 17 votos) | Manoella Vieira Da Silva (PL, 12 votos);Marcos José De Abreu (45,0%);"{""Marcos José De Abreu"": 45.0, ""Topazio Silveira Neto"": 38.4, ""Vanderlei Farias"": 5.9, ""Dário Elias Berger"": 5.5, ""Pedro De Assis Silvestre"": 4.7, ""Rogerio Silva Portanova"": 0.3, ""Brunno Andrade Dias"": 0.1, ""Carlos Rogério Muller"": 0.1}";0,0000;0,0000;0,0261;0,2574;0,4239;0,5315;0,0845;0,2896;0,1378;0,7697;False;27,6000
Z13-L1384;ESCOLA DE ENSINO FUNDAMENTAL SEVERO HONORATO DA COSTA;RUA OTACILIO ABELARDO GOMES, 115;PÂNTANO DO SUL;Pântano do Sul;Sul da Ilha;88067100;-27,7808;-48,5076;1505,0000;1505,0000;1555,0000;4,0000;1268,0000;0,1575;1168,0000;16,0000;0,0137;153,0000;0,1310;169,0000;0,1447;1155,0000;59,0000;0,0511;140,0000;0,1212;199,0000;0,1723;539,0000;0,4389;16,0000;0,0134;272,0000;0,2276;1127,0000;18,0000;0,0160;157,0000;0,1393;175,0000;0,1553;Gilberto Alcebiades Pinheiro (PL, 51 votos) | Alex Fabiano Wehrle (PL, 20 votos) | João Paulo Ferreira (PL, 18 votos);Topazio Silveira Neto (51,9%);"{""Topazio Silveira Neto"": 51.9, ""Marcos José De Abreu"": 28.3, ""Pedro De Assis Silvestre"": 7.4, ""Vanderlei Farias"": 6.3, ""Dário Elias Berger"": 6.1}";0,0000;0,0000;0,0990;0,2565;0,2053;0,5037;0,0876;0,1228;0,1744;0,9604;False;27,1000
Z13-L1317;ESCOLA ESTADUAL BASICA JULIO DA COSTA NEVES;RUA CAMINHO DOS ESTUDANTES, S/N;COSTEIRA DO PIRAJUBAÉ;Costeira do Pirajubaé;Centro;88047366;-27,6445;-48,5240;2766,0000;;2766,0000;;2243,0000;;1955,0000;45,0000;0,0230;305,0000;0,1560;350,0000;0,1790;1943,0000;121,0000;0,0623;352,0000;0,1812;473,0000;0,2434;1015,0000;0,4774;20,0000;0,0097;440,0000;0,2144;1835,0000;25,0000;0,0136;571,0000;0,3112;596,0000;0,3248;Gilberto Alcebiades Pinheiro (PL, 470 votos) | Manoella Vieira Da Silva (PL, 14 votos) | Giliard Eliezer Batista Torquato (PL, 12 votos);Topazio Silveira Neto (65,1%);"{""Topazio Silveira Neto"": 65.1, ""Marcos José De Abreu"": 15.4, ""Dário Elias Berger"": 7.2, ""Vanderlei Farias"": 6.2, ""Pedro De Assis Silvestre"": 5.9, ""Mateus Souza"": 0.1, ""Rogerio Silva Portanova"": 0.1}";0,0000;0,0000;0,1550;0,1707;0,1390;0,5246;0,1813;0,1620;0,3205;0,4430;False;27,0000
Z100-L1589;ESCOLA BÁSICA MARCOLINO JOSE DE LIMA;RODOVIA  ISID DUTRA, 1200;BARRA DO SAMBAQUI;Barra do Sambaqui;Centro;88051011;-27,4848;-48,5193;787,0000;787,0000;793,0000;2,0000;665,0000;0,1550;581,0000;14,0000;0,0241;72,0000;0,1239;86,0000;0,1480;571,0000;47,0000;0,0823;62,0000;0,1086;109,0000;0,1909;261,0000;0,4156;15,0000;0,0250;126,0000;0,2097;577,0000;16,0000;0,0277;71,0000;0,1231;87,0000;0,1508;Giliard Eliezer Batista Torquato (PL, 18 votos) | João Ricardo Padilha Santos (PL, 10 votos) | Manuel Cristovão Augusto Junior (PL, 10 votos);Topazio Silveira Neto (61,3%);"{""Topazio Silveira Neto"": 61.3, ""Marcos José De Abreu"": 19.8, ""Pedro De Assis Silvestre"": 8.2, ""Vanderlei Farias"": 5.7, ""Dário Elias Berger"": 5.0}";0,0000;0,0000;0,1017;0,1563;0,1931;0,5515;0,0446;0,2148;0,0912;0,9903;False;26,4000
Z13-L1627;ESCOLA DESDOBRADA MUNICIPAL JOAO FRANCISCO GARCES;RUA LAURINDO JANUARIO DA SILVEIRA, 2447;CANTO DA LAGOA;Canto da Lagoa;Leste/Lagoa;88070220;-27,6158;-48,4846;688,0000;688,0000;689,0000;2,0000;587,0000;0,1468;516,0000;20,0000;0,0388;67,0000;0,1298;87,0000;0,1686;512,0000;48,0000;0,0938;79,0000;0,1543;127,0000;0,2480;226,0000;0,4036;11,0000;0,0203;107,0000;0,1971;504,0000;17,0000;0,0337;43,0000;0,0853;60,0000;0,1190;Gilberto Alcebiades Pinheiro (PL, 14 votos) | Felipe Keizo Goto (NOVO, 6 votos) | Katia Chubaci (PL, 5 votos);Topazio Silveira Neto (52,0%);"{""Topazio Silveira Neto"": 52.0, ""Marcos José De Abreu"": 31.7, ""Pedro De Assis Silvestre"": 7.5, ""Dário Elias Berger"": 4.2, ""Vanderlei Farias"": 4.2, ""Mateus Souza"": 0.2, ""Rogerio Silva Portanova"": 0.2}";0,0000;0,0000;0,0640;0,2747;0,3445;0,4913;0,0451;0,3090;0,0797;0,8112;False;25,8000
Z12-L2348;NÚCLEO DE EDUCAÇÃO INFANTIL MUNICIPAL NAGIB JABOR;RUA PROFESSOR CLEMENTINO DE BARROS, N. 570;ESTREITO;Capoeiras;Continente;88070150;-27,5982;-48,5786;1474,0000;;1474,0000;;;;;;;;;;;;;;;;;;;;;;;;937,0000;30,0000;0,0320;130,0000;0,1387;160,0000;0,1708;Giliard Eliezer Batista Torquato (PL, 28 votos) | Manoella Vieira Da Silva (PL, 18 votos) | Pedro Neves Bueno Cordoba (PL, 16 votos);Topazio Silveira Neto (55,5%);"{""Topazio Silveira Neto"": 55.5, ""Marcos José De Abreu"": 16.9, ""Pedro De Assis Silvestre"": 12.0, ""Vanderlei Farias"": 8.5, ""Dário Elias Berger"": 6.9, ""Rogerio Silva Portanova"": 0.3}";;;0,3529;0,0294;0,3824;0,5588;0,0000;0,2154;0,1708;0,8853;False;24,5000
Z100-L1538;CRECHE NEIM VICENTINA MARIA DA COSTA LAURINDO;RODOVIA JOSÉ CARLOS DAUX, 16019 (SC 401 KM 15);VARGEM PEQUENA;Vargem Pequena;Norte da Ilha;88036500;-27,4675;-48,4668;800,0000;800,0000;870,0000;3,0000;640,0000;0,2000;576,0000;17,0000;0,0295;106,0000;0,1840;123,0000;0,2135;568,0000;51,0000;0,0898;117,0000;0,2060;168,0000;0,2958;312,0000;0,4960;8,0000;0,0133;125,0000;0,2076;577,0000;11,0000;0,0191;85,0000;0,1473;96,0000;0,1664;Manoella Vieira Da Silva (PL, 18 votos) | João Paulo Ferreira (PL, 16 votos) | Giliard Eliezer Batista Torquato (PL, 12 votos);Topazio Silveira Neto (64,0%);"{""Topazio Silveira Neto"": 64.0, ""Marcos José De Abreu"": 16.8, ""Dário Elias Berger"": 7.1, ""Pedro De Assis Silvestre"": 5.9, ""Vanderlei Farias"": 5.7, ""Rogerio Silva Portanova"": 0.3, ""Carlos Rogério Muller"": 0.2}";0,0000;0,0000;0,2025;0,1062;0,1837;0,5225;0,0637;0,2130;0,0927;0,8204;False;24,4000
